estimate_id,food_id,method,basis,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,source_urls,estimated_date,model,method_version,review_status,selection_policy,assumptions,range_low_json,range_high_json,range_basis,limitations
EST_PH_DISH_009_V1,FC001268,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,42.21,7.00,1.33,0.99,0.15,,78.88,,https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/3330;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1715 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_010_V1,FC001269,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,89.31,2.92,2.10,7.71,,,,8.38,https://i.fnri.dost.gov.ph/fct/library/report/3858;https://i.fnri.dost.gov.ph/fct/library/report/3677;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/3522;https://i.fnri.dost.gov.ph/fct/library/report/3419;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 2005 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_011_V1,FC001270,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,48.81,3.37,2.10,2.99,,,,,https://i.fnri.dost.gov.ph/fct/library/report/3865;https://i.fnri.dost.gov.ph/fct/library/report/3677;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/3522;https://i.fnri.dost.gov.ph/fct/library/report/3419;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 2005 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_012_V1,FC001271,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,29.96,2.60,4.54,0.17,,,,,https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/3677;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/3522;https://i.fnri.dost.gov.ph/fct/library/report/3419;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 2005 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_013_V1,FC001272,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,31.36,4.27,2.79,0.34,0.43,,71.61,,https://i.fnri.dost.gov.ph/fct/library/report/3743;https://i.fnri.dost.gov.ph/fct/library/report/3315;https://i.fnri.dost.gov.ph/fct/library/report/3175;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 2055 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_014_V1,FC001273,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,53.11,3.65,2.32,3.29,0.35,,78.23,,https://i.fnri.dost.gov.ph/fct/library/report/3865;https://fdc.nal.usda.gov/food-details/170391/nutrients;https://i.fnri.dost.gov.ph/fct/library/report/3175;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 2055 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_015_V1,FC001274,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,95.52,5.23,14.25,1.96,5.08,2.08,95.01,0.00,https://i.fnri.dost.gov.ph/fct/library/report/3238;https://i.fnri.dost.gov.ph/fct/library/report/3374;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1158 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_016_V1,FC001275,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,128.73,6.25,12.56,5.95,4.47,,91.32,5.48,https://i.fnri.dost.gov.ph/fct/library/report/3238;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://i.fnri.dost.gov.ph/fct/library/report/3374;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1315 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_017_V1,FC001276,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,92.98,6.02,14.10,1.39,4.46,,93.70,,https://i.fnri.dost.gov.ph/fct/library/report/3238;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/3374;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1320 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_018_V1,FC001277,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,94.23,6.14,12.89,2.02,4.57,1.76,51.66,7.38,https://i.fnri.dost.gov.ph/fct/library/report/3238;https://i.fnri.dost.gov.ph/fct/library/report/4183;https://i.fnri.dost.gov.ph/fct/library/report/3374;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1300 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_019_V1,FC001278,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,58.37,1.39,6.78,2.83,1.38,,40.71,6.12,https://i.fnri.dost.gov.ph/fct/library/report/3505;https://i.fnri.dost.gov.ph/fct/library/report/3353;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/3419;https://i.fnri.dost.gov.ph/fct/library/report/3298;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4354;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1235 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_020_V1,FC001279,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,106.64,3.03,5.88,7.88,1.19,,47.78,12.04,https://i.fnri.dost.gov.ph/fct/library/report/3505;https://i.fnri.dost.gov.ph/fct/library/report/3353;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/3419;https://i.fnri.dost.gov.ph/fct/library/report/3298;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4354;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1425 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_021_V1,FC001280,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,114.84,2.58,6.71,8.62,1.61,,91.78,0.00,https://i.fnri.dost.gov.ph/fct/library/report/3505;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/4262;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1243 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_022_V1,FC001281,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,112.69,3.87,7.64,7.39,1.37,,91.37,,https://i.fnri.dost.gov.ph/fct/library/report/3505;https://i.fnri.dost.gov.ph/fct/library/report/3512;https://i.fnri.dost.gov.ph/fct/library/report/4094;https://i.fnri.dost.gov.ph/fct/library/report/4262;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1460 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_023_V1,FC001282,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,147.00,2.78,6.03,12.41,2.19,,132.04,0.00,https://i.fnri.dost.gov.ph/fct/library/report/3533;https://i.fnri.dost.gov.ph/fct/library/report/4262;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/4342;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 858 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_024_V1,FC001283,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,200.84,4.84,4.83,18.02,1.74,,118.88,8.93,https://i.fnri.dost.gov.ph/fct/library/report/3533;https://i.fnri.dost.gov.ph/fct/library/report/3858;https://i.fnri.dost.gov.ph/fct/library/report/4262;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/5005;https://i.fnri.dost.gov.ph/fct/library/report/3443;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1075 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
EST_PH_DISH_025_V1,FC001284,INGREDIENT_MIXTURE_CALCULATION,per 100 g modeled edible mixture,67.75,7.04,3.24,2.97,0.33,,95.49,,https://i.fnri.dost.gov.ph/fct/library/report/3330;https://i.fnri.dost.gov.ph/fct/library/report/3818;https://i.fnri.dost.gov.ph/fct/library/report/3537;https://i.fnri.dost.gov.ph/fct/library/report/3421;https://i.fnri.dost.gov.ph/fct/library/report/3363;https://i.fnri.dost.gov.ph/fct/library/report/4268;https://i.fnri.dost.gov.ph/fct/library/report/4334;https://fdc.nal.usda.gov/food-details/173647/nutrients,2026-09-17,Codex (GPT-6),1.0,AI_REVIEWED_NOT_HUMAN_VERIFIED,EXPLICIT_ESTIMATE_SELECTION,"Model-designed reference mixture, not an FNRI dish analysis or a published standardized recipe. Ingredient grams refer to edible components in each linked source preparation, mostly already cooked. Final mass is the sum of component masses including retained water; no further evaporation, draining or nutrient loss is modeled. All added oil, salt and sauce are retained. Raw garlic, ginger and chili are cooking proxies; boiled whole egg plus separately listed oil approximates cooked egg in omelettes/silog. Tamarind entry approximates retained souring ingredient, not measured strained extract. No bones, shells or uneaten broth are included. Missing ingredient nutrients propagate to unknown dish nutrients. Modeled final mass: 1010 g.",,,Not quantified; no evidence-based uncertainty bounds available.,"Recipe proportions, cooking proxies, retention and yield are assumptions, not measurements. Use only as an explicitly selected estimate for this variant. Actual recipes and portions vary. No standard cup, bowl, plate or piece weight is asserted; weigh the edible finished food. Canned source dishes are not substituted for homemade dishes."
